specimen_id,MS_institution_code,iDB_institution_code,MS_collection_code,iDB_collection_code,MS_catalog_number,iDB_catalog_number,MS_genus,iDB_genus,MS_species,iDB_species
1401,UCMP,UCMP,,V,197485,197485,Purgatorius,,sp.,
1402,UCMP,UCMP,,V,197486,197486,Purgatorius,,sp.,
1404,UCMP,UCMP,,V,197489,197489,Purgatorius,,sp.,
1405,UCMP,UCMP,,V,197507,197507,Purgatorius,Purgatorius,sp.,
1408,UCMP,UCMP,,V,197509,197509,Purgatorius,,sp.,
1410,UCMP,UCMP,,V,197511,197511,Purgatorius,,sp.,
1412,UCMP,UCMP,,V,197513,197513,Purgatorius,,sp.,
1413,UCMP,UCMP,,V,153013,153013,Purgatorius,,sp.,
1415,MCZ,MCZ,,Mamm,37777,37777,Presbytis,Presbytis,rubicunda,rubicunda
1416,MCZ,MCZ,,Mamm,37776,37776,Presbytis,Presbytis,rubicunda,rubicunda
1417,MCZ,MCZ,,Mamm,37666,37666,Presbytis,Presbytis,rubicunda,rubicunda
1418,MCZ,MCZ,,Mamm,35705,35705,Presbytis,Presbytis,rubicunda,rubicunda
1419,MCZ,MCZ,,Mamm,35704,35704,Presbytis,Presbytis,rubicunda,rubicunda
1420,MCZ,MCZ,,Mamm,36820,36820,Presbytis,Presbytis,rubicunda,rubicunda
1421,MCZ,MCZ,,Mamm,35712,35712,Presbytis,Presbytis,rubicunda,rubicunda
1422,MCZ,MCZ,,Mamm,35706,35706,Presbytis,Presbytis,rubicunda,rubicunda
1423,MCZ,MCZ,,Mamm,22276,22276,Presbytis,Presbytis,rubicunda,rubicunda
1427,UCMP,UCMP,,V,177255,177255,Purgatorius,,sp.,
1429,UCMP,UCMP,,V,197482,197482,Purgatorius,,sp.,
1430,UCMP,UCMP,,V,197487,197487,Purgatorius,,sp.,
1431,UCMP,UCMP,,V,197508,197508,Purgatorius,,sp.,
1432,UCMP,UCMP,,V,197515,197515,Purgatorius,,sp.,
1433,UCMP,UCMP,,V,197516,197516,Purgatorius,,sp.,
1435,UCMP,UCMP,,V,197517,197517,Purgatorius,Purgatorius,sp.,
1438,AMNH,AMNH,M,Mammals,52682,M-52682,Perodicticus,Perodicticus,potto,potto
1439,AMNH,AMNH,M,Mammals,52704,M-52704,Perodicticus,Perodicticus,potto,potto
1440,AMNH,AMNH,M,Mammals,52717,M-52717,Perodicticus,Perodicticus,potto,potto
1441,AMNH,AMNH,M,Mammals,86503,M-86503,Galago,Galago,moholi,senegalensis
1442,AMNH,AMNH,M,Mammals,86504,M-86504,Galago,Galago,moholi,senegalensis
1443,AMNH,AMNH,M,Mammals,95127,M-95127,Callithrix,Callithrix,sp.,
1444,AMNH,AMNH,M,Mammals,100528,M-100528,Eulemur,Lemur,fulvus,fulvus
1445,AMNH,AMNH,M,Mammals,106010,M-106010,Tarsius,Tarsius,bancanus,bancanus
1446,AMNH,AMNH,M,Mammals,170719,M-170719,Eulemur,Lemur,fulvus,fulvus
1447,AMNH,AMNH,M,Mammals,170720,M-170720,Eulemur,Lemur,fulvus,fulvus
1448,AMNH,AMNH,M,Mammals,185629,M-185629,Microcebus,Microcebus,griseorufus,murinus
1449,AMNH,AMNH,M,Mammals,188150,M-188150,Lagothrix,Lagothrix,lagotricha,lagotricha
1450,MCZ,MCZ,,Mamm,37773,37773,Presbytis,Presbytis,hosei,hosei
1451,MCZ,MCZ,,Mamm,37772,37772,Presbytis,Presbytis,hosei,hosei
1452,MCZ,MCZ,,Mamm,37372,37372,Presbytis,Presbytis,hosei,hosei
1453,MCZ,MCZ,,Mamm,37371,37371,Presbytis,Presbytis,hosei,hosei
1454,MCZ,MCZ,,Mamm,37370,37370,Presbytis,Presbytis,hosei,hosei
1455,MCZ,MCZ,,Mamm,35621,35621,Presbytis,Presbytis,hosei,hosei
1456,MCZ,MCZ,,Mamm,50958,50958,Pongo,Pongo,pygmaeus,pygmaeus
1458,MCZ,MCZ,,Mamm,37518,37518,Pongo,Pongo,pygmaeus,pygmaeus
1459,MCZ,MCZ,,Mamm,35719,35719,Pongo,Atherurus,pygmaeus,macrourus
1460,AMNH,AMNH,M,Mammals,208990,M-208990,Propithecus,Propithecus,verreauxi,verreauxi
1461,AMNH,AMNH,M,Mammals,209917,M-209917,Alouatta,Alouatta,caraya,caraya
1462,AMNH,AMNH,M,Mammals,211488,M-211488,Callicebus,Callicebus,donacophilus,donacophilus
1463,AMNH,AMNH,M,Mammals,211519,M-211519,Alouatta,Alouatta,caraya,caraya
1464,AMNH,AMNH,M,Mammals,211523,M-211523,Alouatta,Alouatta,caraya,caraya
1465,AMNH,AMNH,M,Mammals,211653,M-211653,Saimiri,Saimiri,boliviensis,boliviensis
1466,AMNH,AMNH,M,Mammals,212953,M-212953,Nycticebus,Nycticebus,coucang,coucang
1467,AMNH,AMNH,M,Mammals,215050,M-215050,Aotus,Aotus,azarae,azarae
1469,AMNH,AMNH,M,Mammals,188006,M-188006,Alouatta,Alouatta,seniculus,seniculus
1470,AMNH,AMNH,M,Mammals,23329,M-23329,Alouatta,Alouatta,seniculus,seniculus
1471,AMNH,AMNH,M,Mammals,23330,M-23330,Alouatta,Alouatta,seniculus,seniculus
1472,AMNH,AMNH,M,Mammals,211457,M-211457,Aotus,Aotus,azarae,azarae
1473,AMNH,AMNH,M,Mammals,215054,M-215054,Aotus,Aotus,azarae,azarae
1474,AMNH,AMNH,M,Mammals,215059,M-215059,Aotus,Aotus,azarae,azarae
1475,AMNH,AMNH,M,Mammals,30192,M-30192,Ateles,Ateles,belzebuth,belzebuth
1476,AMNH,AMNH,M,Mammals,215176,M-215176,Tupaia,Tupaia,sp.,
1477,AMNH,AMNH,M,Mammals,215177,M-215177,Tupaia,Tupaia,sp.,
1478,AMNH,AMNH,M,Mammals,216242,M-216242,Otolemur,Galago,crassicaudatus,crassicaudatus
1479,AMNH,AMNH,M,Mammals,235275,M-235275,Leontopithecus,Leontopithecus,rosalia,rosalia
1480,AMNH,AMNH,M,Mammals,244100,M-244100,Galago,Galago,senegalensis,senegalensis
1481,AMNH,AMNH,M,Mammals,212952,M-212952,Tupaia,Tupaia,sp.,
1482,AMNH,AMNH,M,Mammals,133681,M-133681,Cebus,Cebus,apella,apella
1483,AMNH,AMNH,M,Mammals,211481,M-211481,Aotus,Aotus,azarae,azarae
1484,AMNH,AMNH,M,Mammals,133657,M-133657,Cebus,Cebus,apella,apella
1485,AMNH,AMNH,M,Mammals,133660,M-133660,Cebus,Cebus,apella,apella
1489,AMNH,AMNH,M,Mammals,83420,M-83420,Bunopithecus,Hylobates,hoolock,hoolock
1492,AMNH,AMNH,M,Mammals,133607,M-133607,Cebus,Cebus,apella,apella
1493,MCZ,MCZ,,Mamm,31061,31061,Pithecia,Pithecia,pithecia,pithecia
1494,MCZ,MCZ,,Mamm,30719,30719,Pithecia,Pithecia,pithecia,pithecia
1495,MCZ,MCZ,,Mamm,30718,30718,Pithecia,Pithecia,pithecia,pithecia
1496,MCZ,MCZ,,Mamm,27124,27124,Pithecia,Pithecia,monachus,monachus
1497,MCZ,MCZ,,Mamm,20266,20266,Pithecia,Pithecia,monachus,monachus
1498,MCZ,MCZ,,Mamm,20265,20265,Pithecia,Pithecia,monachus,monachus
1499,MCZ,MCZ,BOM,Mamm,5057,5057,Pithecia,Equus,monachus,
1500,MCZ,MCZ,,Mamm,42623,42623,Perodicticus,Perodicticus,potto,potto
1501,MCZ,MCZ,,Mamm,42622,42622,Perodicticus,Perodicticus,potto,potto
1502,MCZ,MCZ,,Mamm,42621,42621,Perodicticus,Perodicticus,potto,potto
1503,MCZ,MCZ,,Mamm,42620,42620,Perodicticus,Perodicticus,potto,potto
1504,MCZ,MCZ,,Mamm,31720,31720,Perodicticus,Perodicticus,potto,potto
1505,MCZ,MCZ,,Mamm,25831,25831,Perodicticus,Perodicticus,potto,potto
1506,MCZ,MCZ,,Mamm,18607,18607,Perodicticus,Perodicticus,potto,potto
1507,MCZ,MCZ,,Mamm,17550,17550,Perodicticus,Perodicticus,potto,potto
1508,MCZ,MCZ,,Mamm,17548,17548,Perodicticus,Perodicticus,potto,potto
1509,MCZ,MCZ,BOM,Mamm,6923,6923,Perodicticus,Miniopterus,potto,schreibersi
1510,AMNH,AMNH,M,Mammals,133677,M-133677,Cebus,Cebus,apella,apella
1511,AMNH,AMNH,M,Mammals,133665,M-133665,Cebus,Cebus,apella,apella
1512,AMNH,AMNH,M,Mammals,133667,M-133667,Cebus,Cebus,apella,apella
1513,AMNH,AMNH,M,Mammals,52641,M-52641,Cercocebus,Cercocebus,galeritus,galeritus
1514,AMNH,AMNH,M,Mammals,54280,M-54280,Lophocebus,Cercocebus,galeritus,galeritus
1515,MCZ,MCZ,,Mamm,31949,31949,Papio,Papio,doguera,doguera
1517,AMNH,AMNH,M,Mammals,52421,M-52421,Cercopithecus,Cercopithecus,neglectus,neglectus
1519,AMNH,AMNH,M,Mammals,54231,M-54231,Chlorocebus,Chlorocebus,pygerythrus,pygerythrus
1520,AMNH,AMNH,M,Mammals,27705,M-27705,Chlorocebus,Chlorocebus,pygerythrus,pygerythrus
1521,AMNH,AMNH,M,Mammals,187372,M-187372,Chlorocebus,Chlorocebus,pygerythrus,pygerythrus
1522,AMNH,AMNH,M,Mammals,52465,M-52465,Chlorocebus,Chlorocebus,tantalus,aethiops
1523,AMNH,AMNH,M,Mammals,120386,M-120386,Chlorocebus,Chlorocebus,tantalus,tantalus
1524,AMNH,AMNH,M,Mammals,187392,M-187392,Colobus,Colobus,guereza,guereza
1525,AMNH,AMNH,M,Mammals,52248,M-52248,Colobus,Colobus,guereza,guereza
1526,AMNH,AMNH,M,Mammals,52206,M-52206,Colobus,Colobus,guereza,guereza
1527,AMNH,AMNH,M,Mammals,52229,M-52229,Colobus,Colobus,guereza,guereza
1528,MCZ,MCZ,,Mamm,25541,25541,Colobus,Colobus,polykomos,polykomos
1529,AMNH,AMNH,M,Mammals,34712,M-34712,Erythrocebus,Erythrocebus,patas,patas
1530,AMNH,AMNH,M,Mammals,18039,M-18039,Eulemur,Eulemur,coronatus,coronatus
1531,AMNH,AMNH,M,Mammals,170715,M-170715,Eulemur,Lemur,fulvus,fulvus
1532,AMNH,AMNH,M,Mammals,170725,M-170725,Eulemur,Lemur,fulvus,fulvus
1533,AMNH,AMNH,M,Mammals,170750,M-170750,Eulemur,Lemur,fulvus,fulvus
1534,AMNH,AMNH,M,Mammals,170755,M-170755,Eulemur,Lemur,fulvus,fulvus
1535,AMNH,AMNH,M,Mammals,170759,M-170759,Eulemur,Lemur,fulvus,fulvus
1537,AMNH,AMNH,M,Mammals,201318,M-201318,Eulemur,Lemur,macaco,macaco
1538,AMNH,AMNH,M,Mammals,86502,M-86502,Galago,Galago,senegalensis,senegalensis
1539,AMNH,AMNH,M,Mammals,86505,M-86505,Galago,Galago,senegalensis,senegalensis
1540,AMNH,AMNH,M,Mammals,167337,M-167337,Gorilla,Gorilla,gorilla,gorilla
1541,AMNH,AMNH,M,Mammals,90289,M-90289,Gorilla,Gorilla,gorilla,gorilla
1542,AMNH,AMNH,M,Mammals,90290,M-90290,Gorilla,Gorilla,gorilla,gorilla
1543,AMNH,AMNH,M,Mammals,170691,M-170691,Hapalemur,Hapalemur,griseus,griseus
1554,AMNH,AMNH,M,Mammals,200881,M-200881,Lemur,Lemur,catta,catta
1555,AMNH,AMNH,M,Mammals,170566,M-170566,Lepilemur,Lepilemur,mustelinus,mustelinus
1556,AMNH,AMNH,M,Mammals,170570,M-170570,Lepilemur,Lepilemur,mustelinus,mustelinus
1557,AMNH,AMNH,M,Mammals,100834,M-100834,Lepilemur,Lepilemur,mustelinus,mustelinus
1560,AMNH,AMNH,M,Mammals,103659,M-103659,Macaca,Macaca,fascicularis,fascicularis
1561,AMNH,AMNH,M,Mammals,35640,M-35640,Macaca,Macaca,fuscata,fuscata
1563,AMNH,AMNH,M,Mammals,14012,M-14012,Macaca,Macaca,nemestrina,nemestrina
1565,AMNH,AMNH,M,Mammals,28256,M-28256,Macaca,Macaca,nemestrina,nemestrina
1566,AMNH,AMNH,M,Mammals,106563,M-106563,Macaca,Macaca,nemestrina,nemestrina
1567,AMNH,AMNH,M,Mammals,106564,M-106564,Macaca,Macaca,nemestrina,nemestrina
1569,AMNH,AMNH,M,Mammals,35693,M-35693,Mandrillus,Papio,leucophaeus,leucophaeus
1570,MCZ,MCZ,,Mamm,34090,34090,Mandrillus,Mandrillus,sphinx,sphinx
1571,MCZ,MCZ,,Mamm,34089,34089,Mandrillus,Mandrillus,sphinx,sphinx
1572,AMNH,AMNH,M,Mammals,174408,M-174408,Microcebus,Microcebus,murinus,murinus
1573,AMNH,AMNH,M,Mammals,185630,M-185630,Microcebus,Microcebus,murinus,murinus
1574,AMNH,AMNH,M,Mammals,103669,M-103669,Nasalis,Nasalis,larvatus,larvatus
1575,MCZ,MCZ,,Mamm,37337,37337,Nasalis,Nasalis,larvatus,larvatus
1576,MCZ,MCZ,,Mamm,37344,37344,Nasalis,Nasalis,larvatus,larvatus
1577,MCZ,MCZ,,Mamm,41559,41559,Nasalis,Nasalis,larvatus,larvatus
1578,AMNH,AMNH,M,Mammals,103670,M-103670,Nasalis,Nasalis,larvatus,larvatus
1579,AMNH,AMNH,M,Mammals,103671,M-103671,Nasalis,Nasalis,larvatus,larvatus
1580,AMNH,AMNH,M,Mammals,106273,M-106273,Nasalis,Nasalis,larvatus,larvatus
1581,AMNH,AMNH,M,Mammals,106275,M-106275,Nasalis,Nasalis,larvatus,larvatus
1582,MCZ,MCZ,,Mamm,37330,37330,Nasalis,Nasalis,larvatus,larvatus
1584,AMNH,AMNH,M,Mammals,112990,M-112990,Nycticebus,Nycticebus,coucang,coucang
1585,AMNH,AMNH,M,Mammals,201330,M-201330,Otolemur,Galago,crassicaudatus,crassicaudatus
1586,AMNH,AMNH,M,Mammals,80800,M-80800,Otolemur,Galago,crassicaudatus,crassicaudatus
1587,AMNH,AMNH,M,Mammals,80238,M-80238,Otolemur,Galago,crassicaudatus,
1588,AMNH,AMNH,M,Mammals,245093,M-245093,Otolemur,Galago,crassicaudatus,crassicaudatus
1590,AMNH,AMNH,M,Mammals,86857,M-86857,Pan,Pan,paniscus,paniscus
1593,AMNH,AMNH,M,Mammals,51202,M-51202,Pan,Pan,troglodytes,troglodytes
1594,AMNH,AMNH,M,Mammals,52668,M-52668,Papio,Papio,hamadryas,anubis
1595,AMNH,AMNH,M,Mammals,216247,M-216247,Papio,Papio,ursinus,ursinus
1596,AMNH,AMNH,M,Mammals,80771,M-80771,Papio,Papio,ursinus,ursinus
1598,AMNH,AMNH,M,Mammals,269908,M-269908,Perodicticus,Perodicticus,potto,potto
1599,AMNH,AMNH,M,Mammals,52702,M-52702,Perodicticus,Perodicticus,potto,potto
1600,AMNH,AMNH,M,Mammals,269909,M-269909,Perodicticus,Perodicticus,potto,potto
1601,AMNH,AMNH,M,Mammals,200900,M-200900,Pongo,Pongo,pygmaeus,pygmaeus
1602,MCZ,MCZ,,Mamm,50960,50960,Pongo,Pongo,pygmaeus,pygmaeus
1603,AMNH,AMNH,M,Mammals,28253,M-28253,Pongo,Pongo,pygmaeus,pygmaeus
1604,AMNH,AMNH,M,Mammals,103640,M-103640,Presbytis,Presbytis,rubicunda,rubicundus
1605,AMNH,AMNH,M,Mammals,52287,M-52287,Procolobus,Procolobus,badius,badius
1606,AMNH,AMNH,M,Mammals,52298,M-52298,Procolobus,Procolobus,badius,badius
1607,AMNH,AMNH,M,Mammals,257141,M-257141,Propithecus,Propithecus,verreauxi,verreauxi
1608,AMNH,AMNH,M,Mammals,31255,M-31255,Propithecus,Propithecus,verreauxi,verreauxi
1609,AMNH,AMNH,M,Mammals,170463,M-170463,Propithecus,Propithecus,verreauxi,verreauxi
1611,MCZ,MCZ,,Mamm,29786,29786,Papio,Papio,doguera,doguera
1612,MCZ,MCZ,,Mamm,21161,21161,Papio,Papio,doguera,doguera
1613,MCZ,MCZ,,Mamm,21160,21160,Papio,Papio,doguera,doguera
1614,MCZ,MCZ,,Mamm,17343,17343,Papio,Papio,doguera,doguera
1615,MCZ,MCZ,,Mamm,17342,17342,Papio,Papio,doguera,doguera
1616,MCZ,MCZ,BOM,Mamm,8304,8304,Papio,Papio,doguera,doguera
1617,MCZ,MCZ,BOM,Mamm,8466,8466,Papio,Perognathus,doguera,hispidus
1618,MCZ,MCZ,,Mamm,26473,26473,Papio,Papio,doguera,doguera
1619,MCZ,MCZ,,Mamm,29787,29787,Papio,Papio,doguera,doguera
1620,MCZ,MCZ,,Mamm,31619,31619,Papio,Papio,doguera,doguera
1621,AMNH,AMNH,M,Mammals,119648,M-119648,Rhinopithecus,Pygathrix,roxellana,roxellana
1622,AMNH,AMNH,M,Mammals,117413,M-117413,Rhinopithecus,Pygathrix,roxellana,roxellana
1623,AMNH,AMNH,M,Mammals,77693,M-77693,Saguinus,Saguinus,midas,midas
1624,AMNH,AMNH,M,Mammals,148453,M-148453,Saguinus,Saguinus,midas,midas
1625,AMNH,AMNH,M,Mammals,188178,M-188178,Saguinus,Saguinus,mystax,mystax
1627,AMNH,AMNH,M,Mammals,211648,M-211648,Saimiri,Saimiri,boliviensis,boliviensis
1628,AMNH,AMNH,M,Mammals,239868,M-239868,Saimiri,Saimiri,boliviensis,boliviensis
1629,AMNH,AMNH,M,Mammals,239870,M-239870,Saimiri,Saimiri,boliviensis,boliviensis
1630,AMNH,AMNH,M,Mammals,211649,M-211649,Saimiri,Saimiri,boliviensis,boliviensis
1631,AMNH,AMNH,M,Mammals,239872,M-239872,Saimiri,Saimiri,boliviensis,boliviensis
1634,AMNH,AMNH,M,Mammals,150044,M-150044,Semnopithecus,Presbytis,entellus,entellus
1635,AMNH,AMNH,M,Mammals,35921,M-35921,Tupaia,Tupaia,sp.,
1637,AMNH,AMNH,M,Mammals,18040,M-18040,Varecia,Varecia,variegata,variegata
1641,MCZ,MCZ,,Mamm,41562,41562,Nasalis,Nasalis,larvatus,larvatus
1642,MCZ,MCZ,,Mamm,41560,41560,Nasalis,Nasalis,larvatus,larvatus
1643,MCZ,MCZ,,Mamm,41556,41556,Nasalis,Nasalis,larvatus,larvatus
1644,MCZ,MCZ,,Mamm,41555,41555,Nasalis,Nasalis,larvatus,larvatus
1645,MCZ,MCZ,,Mamm,41554,41554,Nasalis,Nasalis,larvatus,larvatus
1647,USNM,USNM,V,Paleobiology,25686,V25686,Smilodectes,Smilodectes,gracilis,gracilis
1648,UCMP,UCMP,,V,236066,236066,Platychoerops,,daubrei,
1652,MCZ,MCZ,,Mamm,37343,37343,Nasalis,Nasalis,larvatus,larvatus
1653,MCZ,MCZ,,Mamm,37342,37342,Nasalis,Nasalis,larvatus,larvatus
1655,MCZ,MCZ,,Mamm,37341,37341,Nasalis,Nasalis,larvatus,larvatus
1656,MCZ,MCZ,,Mamm,37339,37339,Nasalis,Nasalis,larvatus,larvatus
1657,MCZ,MCZ,,Mamm,37278,37278,Miopithecus,Miopithecus,talapoin,talapoin
1658,USNM,USNM,,Paleobiology,317118,PAL317118,Galeopterus,Cosmonautilus,variegatus,shastensis
1659,MCZ,MCZ,,Mamm,5547,5547,Miopithecus,Miopithecus,talapoin,talapoin
1663,MCZ,MCZ,,Mamm,34264,34264,Miopithecus,Miopithecus,talapoin,talapoin
1664,MCZ,MCZ,,Mamm,23197,23197,Miopithecus,Miopithecus,talapoin,talapoin
1665,MCZ,MCZ,,Mamm,23196,23196,Miopithecus,Miopithecus,talapoin,talapoin
1666,MCZ,MCZ,,Mamm,19976,19976,Miopithecus,Miopithecus,talapoin,talapoin
1667,MCZ,MCZ,,Mamm,34273,34273,Mandrillus,Mandrillus,sphinx,sphinx
1668,MCZ,MCZ,,Mamm,34272,34272,Mandrillus,Mandrillus,sphinx,sphinx
1669,MCZ,MCZ,,Mamm,34177,34177,Mandrillus,Mandrillus,sphinx,sphinx
1670,MCZ,MCZ,BOM,Mamm,6028,6028,Chiropotes,Molossus,satanas,obscurus
1671,MCZ,MCZ,BOM,Mamm,7321,7321,Cebus,Molossus,capucinus,coibensis
1672,MCZ,MCZ,,Mamm,34353,34353,Cebus,Cebus,capucinus,capucinus
1673,MCZ,MCZ,,Mamm,34326,34326,Cebus,Cebus,capucinus,capucinus
1674,MCZ,MCZ,,Mamm,34323,34323,Cebus,Cebus,capucinus,capucinus
1675,MCZ,MCZ,,Mamm,10136,10136,Cebus,Cebus,capucinus,capucinus
1676,MCZ,MCZ,,Mamm,10135,10135,Cebus,Cebus,capucinus,capucinus
1677,MCZ,MCZ,BOM,Mamm,7323,7323,Cebus,Molossus,capucinus,coibensis
1678,MCZ,MCZ,BOM,Mamm,7322,7322,Cebus,Molossus,capucinus,coibensis
1679,MCZ,MCZ,BOM,Mamm,7317,7317,Cebus,Molossus,capucinus,coibensis
1680,MCZ,MCZ,BOM,Mamm,5332,5332,Cebus,Scoteinus,capucinus,pallidus
1681,MCZ,MCZ,BOM,Mamm,1957,1957,Cacajao,Condylura,calvus,cristata
1682,MCZ,MCZ,,Mamm,27870,27870,Cacajao,Cacajao,calvus,rubicundus
1683,MCZ,MCZ,,Mamm,20186,20186,Callicebus,Callicebus,moloch,moloch
1684,MCZ,MCZ,,Mamm,20188,20188,Callicebus,Callicebus,moloch,moloch
1685,MCZ,MCZ,,Mamm,26922,26922,Callicebus,Callicebus,moloch,moloch
1686,MCZ,MCZ,,Mamm,30559,30559,Callicebus,Callicebus,moloch,moloch
1687,USNM,USNM,,Paleobiology,488058,PAL488058,Ptilocercus,Genus,lowii,sp
1688,MCZ,MCZ,,Mamm,30564,30564,Callicebus,Callicebus,moloch,moloch
1689,MCZ,MCZ,,Mamm,30566,30566,Callicebus,Callicebus,moloch,moloch
1690,MCZ,MCZ,,Mamm,32380,32380,Callicebus,Callicebus,moloch,moloch
1691,MCZ,MCZ,,Mamm,32383,32383,Callicebus,Callicebus,moloch,moloch
1692,MCZ,MCZ,,Mamm,37828,37828,Callicebus,Callicebus,moloch,moloch
1693,MCZ,MCZ,,Mamm,39073,39073,Callicebus,Callicebus,moloch,moloch
1694,MCZ,MCZ,,Mamm,39562,39562,Callicebus,Callicebus,moloch,moloch
1695,MCZ,MCZ,,Mamm,39563,39563,Callicebus,Callicebus,moloch,moloch
1696,USNM,USNM,,Paleobiology,488055,PAL488055,Ptilocercus,Makaira,lowii,nigricans
1708,MCZ,MCZ,,Mamm,30579,30579,Callithrix,Callithrix,argentata,argentata
1709,MCZ,MCZ,,Mamm,30580,30580,Callithrix,Callithrix,argentata,argentata
1710,MCZ,MCZ,,Mamm,30582,30582,Callithrix,Callithrix,argentata,argentata
1711,MCZ,MCZ,,Mamm,30583,30583,Callithrix,Callithrix,argentata,argentata
1712,MCZ,MCZ,,Mamm,32164,32164,Callithrix,Callithrix,argentata,argentata
1713,MCZ,MCZ,,Mamm,32165,32165,Callithrix,Callithrix,argentata,argentata
1714,MCZ,MCZ,,Mamm,34573,34573,Callithrix,Callithrix,argentata,argentata
1715,MCZ,MCZ,,Mamm,30577,30577,Callithrix,Callithrix,humeralifera,humeralifer
1716,MCZ,MCZ,,Mamm,30586,30586,Callithrix,Callithrix,humeralifera,humeralifer
1717,MCZ,MCZ,,Mamm,30603,30603,Callithrix,Callithrix,humeralifera,humeralifer
1718,MCZ,MCZ,,Mamm,37826,37826,Callithrix,Callithrix,humeralifera,humeralifer
1720,MCZ,MCZ,,Mamm,37823,37823,Callithrix,Callithrix,jacchus,jacchus
1721,MCZ,MCZ,BOM,Mamm,7165,7165,Callithrix,Apodemus,sp.,agrarius
1722,MCZ,MCZ,,Mamm,25811,25811,Cebus,Cebus,apella,apella
1723,MCZ,MCZ,,Mamm,27097,27097,Cebus,Cebus,apella,apella
1724,MCZ,MCZ,,Mamm,27098,27098,Cebus,Cebus,apella,apella
1725,MCZ,MCZ,,Mamm,27891,27891,Cebus,Cebus,apella,apella
1726,MCZ,MCZ,,Mamm,28679,28679,Cebus,Cebus,apella,apella
1727,MCZ,MCZ,,Mamm,30724,30724,Cebus,Cebus,apella,apella
1728,MCZ,MCZ,,Mamm,30726,30726,Cebus,Cebus,apella,apella
1729,MCZ,MCZ,,Mamm,31062,31062,Cebus,Cebus,apella,apella
1730,MCZ,MCZ,,Mamm,31063,31063,Cebus,Cebus,apella,apella
1731,MCZ,MCZ,,Mamm,31064,31064,Cebus,Cebus,apella,apella
1732,MCZ,MCZ,,Mamm,31066,31066,Cebus,Cebus,apella,apella
1733,MCZ,MCZ,,Mamm,31072,31072,Cebus,Cebus,apella,apella
1735,MCZ,MCZ,,Mamm,37831,37831,Cebus,Cebus,apella,apella
1736,MCZ,MCZ,,Mamm,37833,37833,Cebus,Cebus,apella,apella
1737,MCZ,MCZ,,Mamm,41090,41090,Cebus,Cebus,apella,apella
1738,MCZ,MCZ,,Mamm,49635,49635,Cebus,Cebus,apella,apella
1741,UF,UF,,UF,60323,60323,Calippus,Calippus,cerasinus,cerasinus
1742,UF,UF,,UF,53577,53577,Calippus,Calippus,elachistus,elachistus
1744,UF,UF,,Mammals,6597,6597,Parahippus,DASYPUS,leonensis,NOVEMCINCTUS
1745,UF,UF,,UF,270648,270648,Parahippus,Parahippus,barbouri,barbouri
1746,UF,UF,FGS,UF/FGS,11166,11166,Archaeohippus,Archaeohippus,blackbergi,blackbergi
1747,UF,UF,,UF,252687,252687,Sifrhippus,Sifrhippus,sandrae,sandrae
1748,UF,UF,,Mammals,22614,22614,Nannippus,LEOPARDUS,peninsulatus,PARDALIS
1749,UF,UF,,UF,124196,124196,Dinohippus,Dinohippus,mexicanus,mexicanus
1750,UF,UF,,UF,208601,208601,Neohipparion,Neohipparion,eurystyle,eurystyle
1751,UF,UF,TRO,UF/TRO,2149,2149,Equus,Equus,ferus,ferus
1752,UF,UF,,UF,62299,62299,Neohipparion,Neohipparion,trampasense,trampasense
1753,UF,UF,TRO,UF/TRO,32072,32072,Equus (plesippus),Equus,simplicidens,
1754,UF,UF,,UF,137889,137889,Mesohippus,Mesohippus,bairdi,bairdi
1755,UF,UF,,UF,302417,302417,Nannippus,Nannippus,aztecus,aztecus
1808,USNM,USNM,,Paleobiology,504077,PAL504077,Globicephala,,macrorhynchus,
1813,USNM,USNM,,Paleobiology,504985,PAL504985,Kogia,,breviceps,
1825,USNM,USNM,,Paleobiology,504983,PAL504983,Kogia,,breviceps,
1827,USNM,USNM,,Paleobiology,504750,PAL504750,Steno,,bredanensis,
1828,USNM,USNM,,Paleobiology,504022,PAL504022,Stenella,,attenuata,
1836,UF,UF,,Mammals,2210,2210,Eunectes,PEROMYSCUS,murinus,POLIONOTUS
1838,UF,UF,IGM,UF/IGM,1,1,Titanoboa,Titanoboa,cerrejonensis,cerrejonensis
1839,UF,UF,IGM,UF/IGM,5,5,Titanoboa,Titanoboa,cerrejonensis,cerrejonensis
1840,UF,UF,IGM,UF/IGM,4,4,Titanoboa,Titanoboa,cerrejonensis,cerrejonensis
1841,UF,UF,IGM,UF/IGM,2,2,Titanoboa,Titanoboa,cerrejonensis,cerrejonensis
1858,UCMP,UCMP,,V,159909,159909,Didelphodon,Didelphodon,vorax,vorax
1859,USNM,USNM,V,Paleobiology,21815,V21815,Smilodectes,Smilodectes,gracilis,gracilis
1927,UF,UF,,UF,326533,326533,Teilhardina,Teilhardina,brandti,brandti
1930,UF,UF,,UF,327040,327040,Cantius,Cantius,ralstoni,ralstoni
1934,UF,UF,,UF,326538,326538,Teilhardina,Teilhardina,brandti,brandti
1935,UF,UF,,UF,327039,327039,Cantius,Cantius,ralstoni,ralstoni
1967,UF,UF,,UF,283491,283491,Plagioctenoides,Plagioctenoides,microlestes,microlestes
1968,UF,UF,,UF,86975,86975,Mammuthus,Mammuthus,cf. M. hayi,columbi
