media_file_id,media_file_derived_from,num_media_files_derived_from_this,media_group_id,media_group_derived_from,num_media_groups_derived_from_this,specimen_id,specimen_institution_code,specimen_collection_code,specimen_catalog_number,specimen_genus,specimen_species,total_downloads,dl_intended_use_School,dl_intended_use_School_K_6,dl_intended_use_School_7_12,dl_intended_use_School_College_Post_Secondary,dl_intended_use_School_Graduate_school,dl_intended_use_Education,dl_intended_use_Education_K_6,dl_intended_use_Education_7_12,dl_intended_use_Education_College_Post_Secondary,dl_intended_use_Educaton_general,dl_intended_use_Education_museums_public_outreach,dl_intended_use_Personal_interest,dl_intended_use_Research,dl_intended_use_Commercial,dl_intended_use_Art,dl_intended_use_other,dl_intended_use_3d_print,total_download_users,u_affiliation_Student,u_affiliation_Student:_K-6,u_affiliation_Student:7-12,u_affiliation_Student:_College/Post-Secondary,u_affiliation_Student:_Graduate,u_affiliation_Faculty,u_affiliation_Faculty:_K-6,u_affiliation_Faculty:7-12,u_affiliation_Faculty_College/Post-Secondary,u_affiliation_Staff:_College/Post-Secondary,u_affiliation_General_Educator,u_affiliation_Museum,u_affiliation_Museum_Curator,u_affiliation_Museum_Staff,u_affiliation_Librarian,u_affiliation_IT,u_affiliation_Private_Individual,u_affiliation_Researcher,u_affiliation_Private_Industry,u_affiliation_Artist,u_affiliation_Government,u_affiliation_other
24372,,0,13899,,0,5521,UF,H,2179-1,Anolis,carolinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24373,,0,13899,,0,5521,UF,H,2179-1,Anolis,carolinensis,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
24374,,0,13899,,0,5521,UF,H,2179-1,Anolis,carolinensis,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
,,,10828,,0,4440,UF,H,16268,Lanthanotus,borneensis,18,2,0,0,0,2,4,0,0,2,0,2,5,6,0,4,,6,11,4,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,1,4,0,3,0,
16280,,0,10828,,0,4440,UF,H,16268,Lanthanotus,borneensis,18,2,0,0,0,2,4,0,0,2,0,2,5,6,0,4,,6,11,4,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,1,4,0,3,0,
,,,10829,,0,4441,UF,H,65801,Gastrotheca,peruana,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,
16281,,0,10829,,0,4441,UF,H,65801,Gastrotheca,peruana,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,
16282,,0,10829,,0,4441,UF,H,65801,Gastrotheca,peruana,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
,,,10830,,0,4035,UF,H,43204,Hemiphractus,proboscideus,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,
16283,,0,10830,,0,4035,UF,H,43204,Hemiphractus,proboscideus,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,
,,,10831,,0,4442,UF,H,63888,Brachytarsophrys,carinensis,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,,2,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,
16763,,0,10831,,0,4442,UF,H,63888,Brachytarsophrys,carinensis,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,
16285,,0,10831,,0,4442,UF,H,63888,Brachytarsophrys,carinensis,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
,,,10832,,0,4443,UF,H,61841,Leptobrachium,hasseltii,38,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,,0,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,
16288,,0,10832,,0,4443,UF,H,61841,Leptobrachium,hasseltii,31,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
16286,,0,10832,,0,4443,UF,H,61841,Leptobrachium,hasseltii,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,
16287,,0,10832,,0,4443,UF,H,61841,Leptobrachium,hasseltii,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
,,,13906,,0,5528,UF,H,8920-1,Anolis,carolinensis,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
24393,,0,13906,,0,5528,UF,H,8920-1,Anolis,carolinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24394,,0,13906,,0,5528,UF,H,8920-1,Anolis,carolinensis,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
24395,,0,13906,,0,5528,UF,H,8920-1,Anolis,carolinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,10835,,0,4445,UF,H,30578,Centrolene,buckleyi,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,
16296,,0,10835,,0,4445,UF,H,30578,Centrolene,buckleyi,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,
16297,,0,10835,,0,4445,UF,H,30578,Centrolene,buckleyi,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
,,,10836,,0,4446,UF,H,137267,Cochranella,granulosa,31,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,
26377,,0,10836,,0,4446,UF,H,137267,Cochranella,granulosa,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
16298,,0,10836,,0,4446,UF,H,137267,Cochranella,granulosa,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,
16299,,0,10836,,0,4446,UF,H,137267,Cochranella,granulosa,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
,,,10837,,0,4447,UF,H,140640,Hyalinobatrachium,fleischmanni,31,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,
26376,,0,10837,,0,4447,UF,H,140640,Hyalinobatrachium,fleischmanni,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
16300,,0,10837,,0,4447,UF,H,140640,Hyalinobatrachium,fleischmanni,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,
16301,,0,10837,,0,4447,UF,H,140640,Hyalinobatrachium,fleischmanni,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
,,,8804,,0,3477,UF,H,70546,Barbourula,busuangensis,50,0,0,0,0,0,12,0,0,0,12,0,0,20,0,0,,12,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,
11779,,0,8804,,0,3477,UF,H,70546,Barbourula,busuangensis,4,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,
16092,,0,8804,,0,3477,UF,H,70546,Barbourula,busuangensis,37,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
11259,,0,8804,,0,3477,UF,H,70546,Barbourula,busuangensis,6,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,
11780,,0,8804,,0,3477,UF,H,70546,Barbourula,busuangensis,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
,,,22106,,0,10639,uf,herp,29244,Ingerophrynus,biporcatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42795,,0,22106,,0,10639,uf,herp,29244,Ingerophrynus,biporcatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,18106,,0,8394,uf,herp,159097,Rana,capito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34312,,0,18106,,0,8394,uf,herp,159097,Rana,capito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,9311,,0,3824,UF,H,157233,Craugastor,laticeps,39,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,1,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,
24583,,0,9311,,0,3824,UF,H,157233,Craugastor,laticeps,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
12670,,0,9311,,0,3824,UF,H,157233,Craugastor,laticeps,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,0,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,
12671,,0,9311,,0,3824,UF,H,157233,Craugastor,laticeps,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
,,,19552,,0,8962,uf,herp,62749,Draco,melanopogon,7,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
37032,,0,19552,,0,8962,uf,herp,62749,Draco,melanopogon,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
37033,,0,19552,,0,8962,uf,herp,62749,Draco,melanopogon,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
,,,11873,,0,4688,UF,H,153328,Heloderma,horridum,27,1,0,0,0,1,6,0,0,6,0,0,11,8,0,15,Testing our own custom designed tridimensional display,10,15,6,0,1,3,2,0,0,0,0,1,0,0,0,0,0,1,2,3,1,7,0,
18978,,0,11873,,0,4688,UF,H,153328,Heloderma,horridum,12,0,0,0,0,0,3,0,0,3,0,0,6,4,0,7,Testing our own custom designed tridimensional display,4,10,3,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,5,0,
18979,,0,11873,,0,4688,UF,H,153328,Heloderma,horridum,15,1,0,0,0,1,3,0,0,3,0,0,5,4,0,8,,6,11,6,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,2,2,1,6,0,
,,,9314,,0,3827,UF,H,167747,Eleutherodactylus,orientalis,21,5,0,0,1,4,6,0,0,2,4,0,11,8,0,0,,9,8,3,0,1,1,1,0,0,0,0,2,1,1,1,0,0,0,0,4,0,2,0,
12676,,0,9314,,0,3827,UF,H,167747,Eleutherodactylus,orientalis,13,4,0,0,1,3,3,0,0,1,2,0,7,5,0,0,,6,8,3,0,1,1,1,0,0,0,0,2,1,1,1,0,0,0,0,4,0,2,0,
12677,,0,9314,,0,3827,UF,H,167747,Eleutherodactylus,orientalis,8,1,0,0,0,1,3,0,0,1,2,0,4,3,0,0,,3,6,3,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,0,
,,,19131,,0,9160,uf,herp,172966,Bolitoglossa,franklini,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
36329,36165,0,19131,,0,9160,uf,herp,172966,Bolitoglossa,franklini,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
36165,,1,19131,,0,9160,uf,herp,172966,Bolitoglossa,franklini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,9316,,0,3828,UF,H,100828,Heleophryne,natalensis,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,4,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,3,0,0,0,
12694,,0,9316,,0,3828,UF,H,100828,Heleophryne,natalensis,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
12695,,0,9316,,0,3828,UF,H,100828,Heleophryne,natalensis,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,4,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,3,0,0,0,
,,,8805,,0,3478,UF,H,80664,Ascaphus,truei,46,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,,0,6,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,0,
11256,,0,8805,,0,3478,UF,H,80664,Ascaphus,truei,35,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,0,5,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,
11258,,0,8805,,0,3478,UF,H,80664,Ascaphus,truei,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,4,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,
11253,,0,8805,,0,3478,UF,H,80664,Ascaphus,truei,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,3,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,
,,,19046,,0,8912,UF,H,126290,Japalura,polygonata,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
40345,35980,0,19046,,0,8912,UF,H,126290,Japalura,polygonata,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
36105,35980,0,19046,,0,8912,UF,H,126290,Japalura,polygonata,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
40808,,0,19046,,0,8912,UF,H,126290,Japalura,polygonata,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
40337,35980,0,19046,,0,8912,UF,H,126290,Japalura,polygonata,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
,,,8808,,0,3480,UF,H,63626,Brookesia,superciliaris,27,3,0,0,0,3,6,0,0,6,0,0,8,4,0,8,Testing our own custom designed tridimensional display,6,11,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1,2,0,4,0,
11261,,0,8808,,0,3480,UF,H,63626,Brookesia,superciliaris,14,1,0,0,0,1,3,0,0,3,0,0,4,2,0,4,Testing our own custom designed tridimensional display,3,10,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,4,0,
11262,,0,8808,,0,3480,UF,H,63626,Brookesia,superciliaris,13,2,0,0,0,2,3,0,0,3,0,0,4,2,0,4,,3,9,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,4,0,
,,,13929,,0,5543,UF,H,109124,Litoria,aurea,33,0,0,0,0,0,1,0,0,1,0,0,0,4,0,2,,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,
25392,,0,13929,,0,5543,UF,H,109124,Litoria,aurea,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
25349,,0,13929,,0,5543,UF,H,109124,Litoria,aurea,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
25350,,0,13929,,0,5543,UF,H,109124,Litoria,aurea,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
,,,12394,,0,8368,uf,herp,73746,Hyla,boans,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
20317,,0,12394,,0,8368,uf,herp,73746,Hyla,boans,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
20318,,0,12394,,0,8368,uf,herp,73746,Hyla,boans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20319,,0,12394,,0,8368,uf,herp,73746,Hyla,boans,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
,,,12395,,0,4881,UF,H,64907,Hyla,chrysoscelis,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
20320,,0,12395,,0,4881,UF,H,64907,Hyla,chrysoscelis,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
20321,,0,12395,,0,4881,UF,H,64907,Hyla,chrysoscelis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20322,,0,12395,,0,4881,UF,H,64907,Hyla,chrysoscelis,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
,,,8812,,0,3482,UF,H,65355,Rhampholeon,brevicaudatus,34,2,0,0,0,2,0,0,0,0,0,0,7,14,0,7,Testing our own custom designed tridimensional display,3,11,4,0,1,1,2,0,0,0,0,0,0,1,0,1,0,1,1,4,0,2,0,
11272,,0,8812,,0,3482,UF,H,65355,Rhampholeon,brevicaudatus,9,2,0,0,0,2,0,0,0,0,0,0,0,5,0,0,,1,5,3,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,
11270,,0,8812,,0,3482,UF,H,65355,Rhampholeon,brevicaudatus,11,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,,1,7,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,
11271,,0,8812,,0,3482,UF,H,65355,Rhampholeon,brevicaudatus,14,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,Testing our own custom designed tridimensional display,1,8,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,3,0,2,0,
,,,15469,,0,8364,uf,herp,71742,Phyllobates,bicolor,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
28392,,0,15469,,0,8364,uf,herp,71742,Phyllobates,bicolor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28393,,0,15469,,0,8364,uf,herp,71742,Phyllobates,bicolor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28391,,0,15469,,0,8364,uf,herp,71742,Phyllobates,bicolor,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
,,,15470,,0,8367,uf,herp,80874,Oophaga,pumilio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
28400,,0,15470,,0,8367,uf,herp,80874,Oophaga,pumilio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
28401,,0,15470,,0,8367,uf,herp,80874,Oophaga,pumilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,12399,,0,4882,UF,H,123473,Hyla,cinerea,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,
20330,,0,12399,,0,4882,UF,H,123473,Hyla,cinerea,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,
20331,,0,12399,,0,4882,UF,H,123473,Hyla,cinerea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20332,,0,12399,,0,4882,UF,H,123473,Hyla,cinerea,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
,,,13928,,0,5542,UF,H,36935,Pelobates,fuscus,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
24459,,0,13928,,0,5542,UF,H,36935,Pelobates,fuscus,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
24460,,0,13928,,0,5542,UF,H,36935,Pelobates,fuscus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,12404,,0,4886,UF,H,39734,Telmatobius,thompsoni,31,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
20345,,0,12404,,0,4886,UF,H,39734,Telmatobius,thompsoni,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
20346,,0,12404,,0,4886,UF,H,39734,Telmatobius,thompsoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20347,,0,12404,,0,4886,UF,H,39734,Telmatobius,thompsoni,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
,,,19061,,0,8697,uf,herp,169028,Kinosternon,integrum,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
36060,,0,19061,,0,8697,uf,herp,169028,Kinosternon,integrum,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
36006,,0,19061,,0,8697,uf,herp,169028,Kinosternon,integrum,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
,,,19252,,0,9174,uf,herp,39025,Lissotriton,vulgaris,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
36416,,0,19252,,0,9174,uf,herp,39025,Lissotriton,vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36415,,0,19252,,0,9174,uf,herp,39025,Lissotriton,vulgaris,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
,,,12411,,0,4890,UF,H,12347,Lepidobatrachus,laevis,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
20362,,0,12411,,0,4890,UF,H,12347,Lepidobatrachus,laevis,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
20355,,0,12411,,0,4890,UF,H,12347,Lepidobatrachus,laevis,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
