providerManagedID,derivedFromProviderManagedID,IDOfContainingCollection,derivedFromIDOfContainingCollection,dcterms:identifier,doi,media_group_title,locationCreated,captureDevice,dc:creator,ms:scanningTechnician,fundingAttribution,specimen_id,associatedSpecimenReference,coreid,specimen_institution_code,specimen_collection_code,specimen_catalog_number,specimen_genus,specimen_external_genus,specimen_species,media_group_views,specimen_views,total_downloads,research_downloads,non_research_downloads,dl_intended_use_School,dl_intended_use_School_K_6,dl_intended_use_School_7_12,dl_intended_use_School_College_Post_Secondary,dl_intended_use_School_Graduate_school,dl_intended_use_Education,dl_intended_use_Education_K_6,dl_intended_use_Education_7_12,dl_intended_use_Education_College_Post_Secondary,dl_intended_use_Educaton_general,dl_intended_use_Education_museums_public_outreach,dl_intended_use_Personal_interest,dl_intended_use_Research,dl_intended_use_Commercial,dl_intended_use_Art,dl_intended_use_other,dl_intended_use_3d_print,total_download_users,u_affiliation_Student,u_affiliation_Student:_K-6,u_affiliation_Student:7-12,u_affiliation_Student:_College/Post-Secondary,u_affiliation_Student:_Graduate,u_affiliation_Faculty,u_affiliation_Faculty:_K-6,u_affiliation_Faculty:7-12,u_affiliation_Faculty_College/Post-Secondary,u_affiliation_Staff:_College/Post-Secondary,u_affiliation_General_Educator,u_affiliation_Museum,u_affiliation_Museum_Curator,u_affiliation_Museum_Staff,u_affiliation_Librarian,u_affiliation_IT,u_affiliation_Private_Individual,u_affiliation_Researcher,u_affiliation_Private_Industry,u_affiliation_Artist,u_affiliation_Government,u_affiliation_other
43797,,22516,, ark:/87602/m4/M43797,,Whole body scan,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10901,494d8feb-8abf-4e51-9f7c-75000bb82b36,9ac590dd-6474-4090-a14d-2240096b4a68,fmnh,amphibians and reptiles,121005,Cyrtodactylus,Cyrtodactylus,baluensis,8,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43798,,22517,, ark:/87602/m4/M43798,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10904,8036552b-e2c2-4047-819a-100f253a580e,http://n2t.net/ark:/65665/31c69d9e8-dcc1-4d21-8818-9cf7244cfbdf,usnm,amphibians & reptiles,197803,Cyrtodactylus,Cyrtodactylus,pubisulcus,5,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43799,,22518,, ark:/87602/m4/M43799,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10905,12016935-b041-4ca6-8c21-2deb919b92b7,mcz:herp:r-28651,mcz,herp,r-28651,Cnemaspis,Cnemaspis,gracilis,6,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43800,,22519,, ark:/87602/m4/M43800,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10906,aa7b6941-f892-40c0-9401-4a211fdc1eae,mcz:herp:r-51918,mcz,herp,r-51918,Cnemaspis,Cnemaspis,occidentalis,7,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43801,,22520,, ark:/87602/m4/M43801,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10907,20ec4ca2-81ed-4758-8aa8-93bef293968b,mcz:herp:r-162886,mcz,herp,r-162886,Cnemaspis,Cnemaspis,ornata,7,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43802,,22521,, ark:/87602/m4/M43802,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10908,8a0d51e1-304e-4409-b501-8ee80879cd40,mcz:herp:r-40861,mcz,herp,r-40861,Cnemaspis,Cnemaspis,quattuorseriata,6,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43803,,22522,, ark:/87602/m4/M43803,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10909,0b6c5e73-714e-4b22-b240-0351fc2c1411,mcz:herp:r-40868,mcz,herp,r-40868,Cnemaspis,Cnemaspis,quattuorseriata,7,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43804,,22523,, ark:/87602/m4/M43804,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10910,3636c263-b365-4a7c-8d7f-c8d3234970b2,mcz:herp:r-39025,mcz,herp,r-39025,Cnemaspis,Cnemaspis,biocellata,6,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43805,,22524,, ark:/87602/m4/M43805,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10911,a35bcfbe-f7c6-45d2-9358-516e0f7ab43b,mcz:herp:r-162891,mcz,herp,r-162891,Cnemaspis,Cnemaspis,wynadensis,8,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43806,,22525,, ark:/87602/m4/M43806,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10914,74b4deb1-6a26-442b-9c27-16a273e3eccf,mcz:herp:r-39017,mcz,herp,r-39017,Cnemaspis,Cnemaspis,boulengerii,7,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43807,,22526,, ark:/87602/m4/M43807,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10915,3a464f4c-86e8-4192-9964-e14baf771e3f,8eeab14c-1f41-486a-a73e-8dbf427afb49,fmnh,amphibians and reptiles,152178,Cyrtodactylus,Cyrtodactylus,baluensis,8,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43811,,22528,, ark:/87602/m4/M43811,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10917,d7946e78-45e8-48e4-9934-85ee9fdf4776,a423b31a-8db1-4122-8bec-4eca96d012d9,fmnh,amphibians and reptiles,152179,Cyrtodactylus,Cyrtodactylus,baluensis,6,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43812,,22529,, ark:/87602/m4/M43812,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10918,38d88dda-8d03-4821-9f4e-fc9482da2b7e,http://n2t.net/ark:/65665/32a6368b1-498a-4d66-abeb-422873342866,usnm,amphibians & reptiles,228196,Cyrtodactylus,Cyrtodactylus,philippinicus,6,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43813,,22530,, ark:/87602/m4/M43813,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10920,33d18259-8bc8-4579-8078-e6c58ff5af02,mcz:herp:r-39020,mcz,herp,r-39020,Cnemaspis,Cnemaspis,boulengerii,6,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43814,,22531,, ark:/87602/m4/M43814,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10921,79cbfc24-bcf1-4c83-acd6-34a81d6a20a8,mcz:herp:r-15250,mcz,herp,r-15250,Cnemaspis,Cnemaspis,limi,6,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43818,,22533,, ark:/87602/m4/M43818,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10922,ba1c1393-6aca-4926-af1c-565ba5003647,1aebd7e0-3694-4d3c-90d5-276af2532a48,fmnh,amphibians and reptiles,131501,Cyrtodactylus,Cyrtodactylus,cavernicolus,6,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43819,,22534,, ark:/87602/m4/M43819,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10923,81c2b6ba-c162-4760-b31e-dd4f27727282,b8e38293-e737-4f21-855b-4c9ed0d6a2be,fmnh,amphibians and reptiles,131507,Cyrtodactylus,Cyrtodactylus,cavernicolus,7,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43820,,22535,, ark:/87602/m4/M43820,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10924,e4f55611-6248-4bcc-a81c-854bdc576095,553b4019-909d-4730-9351-bd21416aa0eb,fmnh,amphibians and reptiles,131509,Cyrtodactylus,Cyrtodactylus,cavernicolus,7,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43821,,22536,, ark:/87602/m4/M43821,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10925,66363b6e-bc0d-4ed2-ae3e-61374be49ed3,eea92df2-8710-446e-997c-b24fd41bb11b,fmnh,amphibians and reptiles,239538,Cyrtodactylus,Cyrtodactylus,ingeri,8,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43822,,22537,, ark:/87602/m4/M43822,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10926,fbbb3f89-e9b1-4979-8cdc-5191a75efb52,cfc1d8b2-22c2-4e34-95c4-6d4060cdc627,fmnh,amphibians and reptiles,230100,Cyrtodactylus,Cyrtodactylus,yoshii,6,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43823,,22538,, ark:/87602/m4/M43823,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10927,ff29a933-cb27-45c3-a1c8-1196b120122b,mcz:herp:r-39015,mcz,herp,r-39015,Cnemaspis,Cnemaspis,boulengerii,6,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43824,,22539,, ark:/87602/m4/M43824,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10929,12cc0ee2-7ef7-4194-9332-f5418873844e,4a2d5bdd-89e7-4272-afd6-dad0398ef5ce,fmnh,amphibians and reptiles,131502,Cyrtodactylus,Cyrtodactylus,cavernicolus,7,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43825,,22540,, ark:/87602/m4/M43825,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10928,ce61199d-0552-4b83-ae0e-14bb7cbb4c8a,3443d934-3f2c-4f62-a2b9-bd10b018e6a0,fmnh,amphibians and reptiles,235150,Cyrtodactylus,Cyrtodactylus,ingeri,7,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43826,,22541,, ark:/87602/m4/M43826,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10930,1a11ab8c-dca7-446d-84f7-f5328fe7afb2,mcz:herp:r-35112,mcz,herp,r-35112,Carphodactylus,Carphodactylus,laevis,7,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43827,,22542,, ark:/87602/m4/M43827,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10931,10898274-1364-4f41-af4d-87908ce42e85,urn:catalog:cas:herp:254620,cas,herp,254620,Nephrurus,Nephrurus,laevissimus,8,16,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43828,,22543,, ark:/87602/m4/M43828,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,7136,31c72f1d-510c-4742-80c1-f9125272bc2a,mcz:herp:r-130254,mcz,herp,r-130254,Phyllurus,Phyllurus,platurus,8,59,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43829,,22544,, ark:/87602/m4/M43829,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10932,ab3bf5ba-1881-4943-8fa6-12698e6f884e,urn:catalog:cas:sur:16227,cas,sur,16227,Underwoodisaurus,Underwoodisaurus,milii,6,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43830,,22545,, ark:/87602/m4/M43830,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,7133,abfc879c-302a-44bd-9771-62b6160dedd9,urn:catalog:cas:herp:205423,cas,herp,205423,Bavayia,Bavayia,robusta,9,71,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43831,,22546,, ark:/87602/m4/M43831,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10933,0968fb31-634b-43b9-9e66-2f6cc59fb573,urn:catalog:cas:herp:75032,cas,herp,75032,Strophurus,Strophurus,williamsi,6,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43832,,22547,, ark:/87602/m4/M43832,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,7112,c2a10b0e-a7b9-462b-bd91-60db31da844a,urn:catalog:cas:herp:100893,cas,herp,100893,Crenadactylus,Crenadactylus,ocellatus,12,94,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43833,,22548,, ark:/87602/m4/M43833,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10934,9397dc5c-b25c-4da0-87e0-040d21d80e77,urn:catalog:cas:herp:232001,cas,herp,232001,Eurydactylodes,Eurydactylodes,agricolae,7,12,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43834,,22549,, ark:/87602/m4/M43834,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10935,59a28c63-e43a-4cb2-9eac-a60eed7d4d36,urn:catalog:cas:herp:47983,cas,herp,47983,Hoplodactylus,Hoplodactylus,duvaucelii,6,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43835,,22550,, ark:/87602/m4/M43835,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10936,b18cfe86-db0d-42b7-8df1-685f18eb466d,urn:catalog:cas:herp:47977,cas,herp,47977,Naultinus,Naultinus,grayii,6,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43836,,22551,, ark:/87602/m4/M43836,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10937,b63fe1f2-725b-4e3e-9d52-12eab8619a14,urn:catalog:cas:herp:254623,cas,herp,254623,Strophurus,Strophurus,strophurus,7,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43837,,22552,, ark:/87602/m4/M43837,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10938,35434100-76fc-4cc3-aa9c-609aea8abd3f,mcz:herp:r-44761,mcz,herp,r-44761,Aeluroscalabotes,Aeluroscalabotes,felinus,7,12,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43838,,22553,, ark:/87602/m4/M43838,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10939,322ba993-e0b2-42f8-9831-4a785b785de4,mcz:herp:r-186065,mcz,herp,r-186065,Goniurosaurus,Goniurosaurus,lichtenfelderi,6,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43839,,22554,, ark:/87602/m4/M43839,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,10940,53dc785a-13a5-487a-b1eb-5cd44da9bf33,mcz:herp:r-77366,mcz,herp,r-77366,Holodactylus,Holodactylus,africanus,6,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43840,,22555,, ark:/87602/m4/M43840,,"CT scan of mcz-herp-a-2761, Herpele squalostoma","Harvard University, Museum of Comparative Zoology",Bruker Skyscan 1173,Matt Gage <matthewgage@fas.harvard.edu>,Matt Gage,oVert,10796,2456cd41-09fd-4b6a-b71d-53376c822981,mcz:herp:a-2761,MCZ,Herp,A-2761,Herpele,Herpele,squalostoma,8,9,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43869,,22580,, ark:/87602/m4/M43869,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,11070,cc3b7bd8-305b-4a24-8554-c83d47bc1aa7,mcz:herp:r-42616,mcz,herp,r-42616,Afroedura,Afroedura,pondolia,7,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43870,,22581,, ark:/87602/m4/M43870,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,11071,78072733-70ed-4743-9aa6-b73495cd2434,urn:catalog:cas:herp:248782,cas,herp,248782,Afrogecko,Afrogecko,plumicaudus,6,14,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43871,,22582,, ark:/87602/m4/M43871,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,11072,2a6671cb-d320-4dd5-b3a3-f7b19b574bc9,urn:catalog:cas:herp:175306,cas,herp,175306,Afrogecko,Afrogecko,porphyreus,11,23,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
43872,,22583,, ark:/87602/m4/M43872,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,11073,3df75bf7-fc6c-4b2d-94de-0a6491e28eee,urn:catalog:cas:herp:180418,cas,herp,180418,Afrogecko,Afrogecko,swartbergensis,13,19,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43873,,22584,, ark:/87602/m4/M43873,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,11075,37419be7-5232-41a8-abc9-7a91dc81d458,mcz:herp:r-56516,mcz,herp,r-56516,Bunopus,Bunopus,tuberculatus,8,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43874,,22585,, ark:/87602/m4/M43874,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,7155,991893eb-7056-468d-9d7c-186284e9cccd,urn:catalog:cas:herp:167726,cas,herp,167726,Chondrodactylus,Chondrodactylus,angulifer,18,77,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
43875,,22589,, ark:/87602/m4/M43875,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,11076,ac7470a0-8234-4fb1-bf9c-3a2a8d0d4b99,http://n2t.net/ark:/65665/38d423c7a-6f92-4601-9e73-9130cf38ad8e,usnm,amphibians & reptiles,226842,Cnemaspis,Cnemaspis,africana,5,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43876,,22590,, ark:/87602/m4/M43876,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,11077,034e2ca2-1bc9-45fc-9763-5e64617f3c99,474b8968-562a-401b-b71e-a5aca0e3b50d,fmnh,amphibians and reptiles,217785,Cnemaspis,Cnemaspis,littoralis,7,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43897,,22603,, ark:/87602/m4/M43897,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,11090,28cad464-08f7-4195-aa42-583626183881,01076e82-54af-4ebe-9b94-f313118c9a1f,fmnh,amphibians and reptiles,152252,Cnemaspis,Cnemaspis,spinicollis,7,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43898,,22604,, ark:/87602/m4/M43898,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,11091,f6262f0f-3a5f-4ec5-b33d-e765ab50cf1a,mcz:herp:r-188215,mcz,herp,r-188215,Colopus,Colopus,wahlbergii,6,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43899,,22605,, ark:/87602/m4/M43899,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,11093,7c84294b-44a7-414c-bd2d-db32c2b342f3,urn:catalog:cas:herp:94152,cas,herp,94152,Cyrtodactylus,Cyrtodactylus,nebulosus,8,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43900,,22606,, ark:/87602/m4/M43900,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,11092,8b991352-df71-403d-9c9a-da76e379bf99,005cfb99-42e2-40f3-ad67-8a227f1a658f,fmnh,amphibians and reptiles,166982,Cyrtodactylus,Cyrtodactylus,fraenatus,7,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43901,,22607,, ark:/87602/m4/M43901,,"CT scan of mcz-herp-a-27671, Hemisus marmoratus marmoratus ","Harvard University, Museum of Comparative Zoology",Bruker Skyscan 1173,Matt Gage <matthewgage@fas.harvard.edu>,Matt Gage,oVert,11089,3d2d709d-79fb-4170-bb89-8d0c4733dce3,mcz:herp:a-27671,MCZ,Herp,A-27671,Hemisus,Hemisus,marmoratus,11,14,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43902,,22608,, ark:/87602/m4/M43902,,Whole body scan,Karel F. Liem Bioimaging facility,,Dylan Ellis <dylan35547@gmail.com>,,NSF TCN oVert,11094,8b3e5908-326e-4e96-b4ab-592a618b1726,urn:catalog:cas:herp:239992,cas,herp,239992,Cyrtodactylus,Cyrtodactylus,,7,9,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
